time,in_temp,in_hum,out_temp,out_hum,AH_in,AH_out,dT,dRH,dAH
2026-03-10 03:16:59,12.99,53.91,13.47,53.75,6.107507107685508,6.272687249492308,-0.4800000000000004,0.1599999999999966,-0.1651801418068004
2026-03-10 03:17:59,12.99,53.88,13.51,53.61,6.104108383641165,6.271798691281083,-0.5199999999999996,0.2700000000000031,-0.16769030763991744
2026-03-10 03:19:02,13.01,53.89,13.51,53.66,6.112804599988558,6.277648158443255,-0.5,0.23000000000000398,-0.164843558454697
2026-03-10 03:20:06,12.99,53.89,13.48,53.7,6.105241291655947,6.270717964627693,-0.4900000000000002,0.18999999999999773,-0.16547667297174584
2026-03-10 03:21:11,13.01,53.9,13.5,53.8,6.113938911474918,6.29014745788753,-0.4900000000000002,0.10000000000000142,-0.17620854641261197
2026-03-10 03:22:14,12.99,53.92,13.45,53.78,6.108640015700289,6.268451447897927,-0.4599999999999991,0.14000000000000057,-0.15981143219763805
2026-03-10 03:23:18,13.01,53.89,13.48,53.78,6.112804599988558,6.280059816344083,-0.47000000000000064,0.10999999999999943,-0.16725521635552454
2026-03-10 03:26:30,12.99,53.88,13.25,54.32,6.104108383641165,6.253706885504849,-0.2599999999999998,-0.4399999999999977,-0.14959850186368406
2026-03-10 03:27:38,13.01,53.92,13.31,54.15,6.116207534447636,6.257280705078501,-0.3000000000000007,-0.22999999999999687,-0.14107317063086544
2026-03-10 03:28:43,13.01,53.91,13.41,53.97,6.115073222961276,6.275093967877919,-0.40000000000000036,-0.060000000000002274,-0.1600207449166433
2026-03-10 03:29:42,12.98,53.89,13.45,53.85,6.101462691915391,6.276610458707761,-0.46999999999999886,0.03999999999999915,-0.17514776679236999
2026-03-10 03:30:46,12.99,53.93,13.43,53.87,6.10977292371507,6.271200132338192,-0.4399999999999995,0.060000000000002274,-0.1614272086231221
2026-03-10 03:31:50,12.99,53.93,13.43,53.89,6.10977292371507,6.273528404152687,-0.4399999999999995,0.03999999999999915,-0.1637554804376169
2026-03-10 03:32:54,12.98,53.89,13.43,53.89,6.101462691915391,6.273528404152687,-0.4499999999999993,0.0,-0.17206571223729572
2026-03-10 03:33:58,12.99,53.89,13.43,53.84,6.105241291655947,6.267707724616452,-0.4399999999999995,0.04999999999999716,-0.162466432960505
2026-03-10 03:35:08,12.98,53.92,13.44,53.86,6.104859312452734,6.273904975778498,-0.4599999999999991,0.060000000000002274,-0.16904566332576376
2026-03-10 03:36:06,12.99,53.93,13.47,53.71,6.10977292371507,6.2680192031671025,-0.4800000000000004,0.21999999999999886,-0.1582462794520323
2026-03-10 03:37:10,12.99,53.88,13.47,53.73,6.104108383641165,6.270353226329704,-0.4800000000000004,0.15000000000000568,-0.16624484268853923
2026-03-10 03:38:14,12.98,53.92,13.45,53.79,6.104859312452734,6.2696170208707604,-0.46999999999999886,0.13000000000000256,-0.16475770841802628
2026-03-10 03:39:22,12.99,53.89,13.43,53.82,6.105241291655947,6.26537945280196,-0.4399999999999995,0.07000000000000028,-0.16013816114601287
2026-03-10 03:40:22,12.99,53.92,13.47,53.74,6.108640015700289,6.271520237911006,-0.4800000000000004,0.17999999999999972,-0.16288022221071685
2026-03-10 03:41:26,12.97,53.96,13.44,53.78,6.1056066696129365,6.264586141800364,-0.46999999999999886,0.17999999999999972,-0.15897947218742736
2026-03-10 03:42:31,12.99,53.93,13.45,53.81,6.10977292371507,6.2719481668164265,-0.4599999999999991,0.11999999999999744,-0.16217524310135634
2026-03-10 03:43:34,12.98,53.91,13.45,53.82,6.103727105606952,6.27311373978926,-0.46999999999999886,0.0899999999999963,-0.16938663418230782
2026-03-10 03:44:38,12.99,53.95,13.44,53.85,6.112038739744634,6.272740121531231,-0.4499999999999993,0.10000000000000142,-0.16070138178659743
2026-03-10 03:45:43,12.98,53.95,13.43,53.85,6.108255932990078,6.2688718605236975,-0.4499999999999993,0.10000000000000142,-0.16061592753361964
2026-03-10 03:46:46,12.97,53.95,13.41,53.79,6.104475163558525,6.254165360981164,-0.4399999999999995,0.1600000000000037,-0.14969019742263878
2026-03-10 03:47:50,12.94,53.94,13.41,53.84,6.092015664053272,6.259978862896929,-0.47000000000000064,0.09999999999999432,-0.1679631988436574
2026-03-10 03:48:54,12.98,53.92,13.41,53.79,6.104859312452734,6.254165360981164,-0.4299999999999997,0.13000000000000256,-0.14930604852842944
2026-03-10 03:49:58,12.97,53.93,13.41,53.77,6.102212151449697,6.2518399602148556,-0.4399999999999995,0.1599999999999966,-0.14962780876515858
